train_smiles,test_smiles
[H:19][C:1](=[O:2])[C@@:3]1([C@@:12]([C@:11]2([C@:6]([C:5]1([H:22])[H:23])([C@@:7]([N:9]([C:10]2([H:30])[H:31])[H:29])([H:25])[C:8]([H:26])([H:27])[H:28])[H:24])[H:32])([H:33])[C:13]([H:34])([H:35])[C:14]([H:36])([H:37])[C:15]([H:38])([H:39])[B:16]([O:17][H:40])[O:18][H:41])[N:4]([H:20])[H:21],[H:19][C:1](=[O:2])[C@:3]1([C@:12]([C@:11]2([C@@:6]([C:5]1([H:22])[H:23])([C@:7]([N:9]([C:10]2([H:30])[H:31])[H:29])([H:25])[C:8]([H:26])([H:27])[H:28])[H:24])[H:32])([H:33])[C:13]([H:34])([H:35])[C:14]([H:36])([H:37])[C:15]([H:38])([H:39])[B:16]([O:17][H:40])[O:18][H:41])[N:4]([H:20])[H:21]
[H:11][C:3]1([C:2]([C:1]([C:6]([C:5]([C:4]1([H:13])[H:14])([H:15])[H:16])([H:17])[H:18])([H:7])[H:8])([H:9])[H:10])[H:12],[H:4][C:1]1([C:2]([C:3]1([H:8])[H:9])([H:6])[H:7])[H:5]
[H:25][C:10](=[O:11])[C:9]([H:23])([H:24])[C:4]1([O:5][C:6]([C:7]([O:8]1)([H:21])[H:22])([H:19])[H:20])[C:3]([H:17])([H:18])[C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14],[H:25][C:10](=[O:11])[C:9]([H:23])([H:24])[C:4]1([O:5][C:6]([C:7]([O:8]1)([H:21])[H:22])([H:19])[H:20])[C:3]([H:17])([H:18])[C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14]
[N+:1]([C@@:2]1([H:16])[C:3](=[O:4])[C@@:5]([O:6][H:18])([H:17])[C:7]2=[C:8]([H:19])[S:9][C:10]([I:11])=[C:12]12)([H:13])([H:14])[H:15],[N+:1]([C@:2]1([H:16])[C:3](=[O:4])[C@:5]([O:6][H:18])([H:17])[C:7]2=[C:8]([H:19])[S:9][C:10]([I:11])=[C:12]12)([H:13])([H:14])[H:15]
[H:14][C:2]1([C:1]([N+:7]([C:6]([C:5]([C:4]([N:3]1[C:9]([H:24])([H:25])[C:10]([H:26])([H:27])[O:11][H:28])([H:16])[H:17])([H:18])[O:8][H:23])([H:19])[H:20])([H:21])[H:22])([H:12])[H:13])[H:15],[H:14][C:2]1([C:1]([N+:7]([C:6]([C:5]([C:4]([N:3]1[C:9]([H:24])([H:25])[C:10]([H:26])([H:27])[O:11][H:28])([H:16])[H:17])([H:18])[O:8][H:23])([H:19])[H:20])([H:21])[H:22])([H:12])[H:13])[H:15]
[H:14][C:4]1=[C:5]([N:6]([N:7]=[C:3]1[N:2]([H:13])[C:1]([H:10])([H:11])[H:12])[H:15])[C:8]([H:16])([H:17])[O:9][H:18],[H:14][C:4]1=[C:5]([N:6]([N:7]=[C:3]1[N:2]([H:13])[C:1]([H:10])([H:11])[H:12])[H:15])[C:8]([H:16])([H:17])[O:9][H:18]
[H:21][C:8]#[C:7][C:6]([H:19])([H:20])[N+:5]([H:18])([C:4]([H:16])([H:17])[C:3]#[C:2][C:1]([H:13])([H:14])[H:15])[C:9]([H:22])([H:23])[C:10]([H:24])([C:11]([H:25])([H:26])[H:27])[O:12][H:28],[H:21][C:8]#[C:7][C:6]([H:19])([H:20])[N+:5]([H:18])([C:4]([H:16])([H:17])[C:3]#[C:2][C:1]([H:13])([H:14])[H:15])[C:9]([H:22])([H:23])[C:10]([H:24])([C:11]([H:25])([H:26])[H:27])[O:12][H:28]
[H:21][C:10](=[C:9]([C:8]#[C:7][C:4]([C:5](=[O:6])[H:20])([C:2]([H:16])([C:1]([H:13])([H:14])[H:15])[C:3]([H:17])([H:18])[H:19])[O:12][H:26])[C:11]([H:23])([H:24])[H:25])[H:22],[H:21][C:10](=[C:9]([C:8]#[C:7][C:4]([C:5](=[O:6])[H:20])([C:2]([H:16])([C:1]([H:13])([H:14])[H:15])[C:3]([H:17])([H:18])[H:19])[O:12][H:26])[C:11]([H:23])([H:24])[H:25])[H:22]
[H:17][C:1](=[O:2])[C@@:3]1([C@:15]([C@:13]([C@@:11]([C@:5]([O:4]1)([H:19])[O:6][Si:7]([C:8]([H:20])([H:21])[H:22])([O:9][H:23])[O:10][H:24])([H:25])[O:12][H:26])([H:27])[O:14][H:28])([H:29])[O:16][H:30])[H:18],[H:17][C:1](=[O:2])[C@:3]1([C@@:15]([C@:13]([C@:11]([C@:5]([O:4]1)([H:19])[O:6][Si:7]([C:8]([H:20])([H:21])[H:22])([O:9][H:23])[O:10][H:24])([H:25])[O:12][H:26])([H:27])[O:14][H:28])([H:29])[O:16][H:30])[H:18]
[H:20][C@@:3]1([C@@:12]([O:15][C:1]([C:2]1([H:18])[H:19])([H:16])[H:17])([H:36])[C:13]([H:37])([H:38])[O:14][H:39])[O:4][Si:5]([C:6]([H:21])([H:22])[H:23])([C:7]([H:24])([H:25])[H:26])[C:8]([C:9]([H:27])([H:28])[H:29])([C:10]([H:30])([H:31])[H:32])[C:11]([H:33])([H:34])[H:35],[H:20][C@@:3]1([C@@:12]([O:15][C:1]([C:2]1([H:18])[H:19])([H:16])[H:17])([H:36])[C:13]([H:37])([H:38])[O:14][H:39])[O:4][Si:5]([C:6]([H:21])([H:22])[H:23])([C:7]([H:24])([H:25])[H:26])[C:8]([C:9]([H:27])([H:28])[H:29])([C:10]([H:30])([H:31])[H:32])[C:11]([H:33])([H:34])[H:35]
[H:13][C:1](=[C:2]([C:3](=[N:4][N:5]([H:16])[C:6](=[S:7])[N:8]([H:17])[N+:9]([H:18])([H:19])[H:20])[H:15])[N+:10](=[O:11])[O-:12])[H:14],[H:13][C:1](=[C:2]([C:3](=[N:4][N:5]([H:16])[C:6](=[S:7])[N:8]([H:17])[N+:9]([H:18])([H:19])[H:20])[H:15])[N+:10](=[O:11])[O-:12])[H:14]
[H:14][C:2]1=[C:3]([C:4]([O:5][C:1]1([H:12])[H:13])([H:16])[C:6]([H:17])([H:18])[O:7][S:8](=[O:9])(=[O:10])[N:11]([H:19])[H:20])[H:15],[H:14][C:2]1=[C:3]([C:4]([O:5][C:1]1([H:12])[H:13])([H:16])[C:6]([H:17])([H:18])[O:7][S:8](=[O:9])(=[O:10])[N:11]([H:19])[H:20])[H:15]
[H:11][C:1]([H:12])([H:13])[C:2]([H:14])([H:15])[C:3]#[C:4][C:5]([H:16])([H:17])[N+:6]([H:18])([C:7]([H:19])([H:20])[C:8]([H:21])([H:22])[H:23])[C:9]([H:24])([H:25])[C:10]([H:26])([H:27])[H:28],[H:11][C:1]([H:12])([H:13])[C:2]([H:14])([H:15])[C:3]#[C:4][C:5]([H:16])([H:17])[N+:6]([H:18])([C:7]([H:19])([H:20])[C:8]([H:21])([H:22])[H:23])[C:9]([H:24])([H:25])[C:10]([H:26])([H:27])[H:28]
[H:13][C:5]([H:14])([H:15])[O:4][Si:3]([C:2]([H:11])([H:12])[O:1][H:10])([O:6][C:7]([H:16])([H:17])[H:18])[O:8][C:9]([H:19])([H:20])[H:21],[H:13][C:5]([H:14])([H:15])[O:4][Si:3]([C:2]([H:11])([H:12])[O:1][H:10])([O:6][C:7]([H:16])([H:17])[H:18])[O:8][C:9]([H:19])([H:20])[H:21]
[H:9][C:1]([H:10])([H:11])[S:2][C:3]([H:12])([H:13])[C:4]([H:14])([H:15])[C:5]([H:16])([H:17])[C:6]([H:18])([H:19])[C:7]([H:20])([H:21])[N+:8]([H:22])([H:23])[H:24],[H:9][C:1]([H:10])([H:11])[S:2][C:3]([H:12])([H:13])[C:4]([H:14])([H:15])[C:5]([H:16])([H:17])[C:6]([H:18])([H:19])[C:7]([H:20])([H:21])[N+:8]([H:22])([H:23])[H:24]
[H:23][C:6]1([C:7](=[O:8])[C:9]([C:10]([N+:4]([C:5]1([H:21])[H:22])([H:20])[C:3]([H:18])([H:19])[C:2]([H:16])([H:17])[C:1]([H:13])([H:14])[H:15])([H:26])[H:27])([H:25])[O:11][C:12]([H:28])([H:29])[H:30])[H:24],[H:23][C:6]1([C:7](=[O:8])[C:9]([C:10]([N+:4]([C:5]1([H:21])[H:22])([H:20])[C:3]([H:18])([H:19])[C:2]([H:16])([H:17])[C:1]([H:13])([H:14])[H:15])([H:26])[H:27])([H:25])[O:11][C:12]([H:28])([H:29])[H:30])[H:24]
[H:22][C:8](=[O:9])[C:5]([H:17])([C:4]([H:15])([H:16])[C:3]1([C:1]([C:2]1([H:12])[H:13])([H:10])[H:11])[H:14])[C:6]([H:18])([H:19])[N:7]([H:20])[H:21],[H:22][C:8](=[O:9])[C:5]([H:17])([C:4]([H:15])([H:16])[C:3]1([C:1]([C:2]1([H:12])[H:13])([H:10])[H:11])[H:14])[C:6]([H:18])([H:19])[N:7]([H:20])[H:21]
[H:13][C:1]1([C:2]([C:3]([N+:4]([C:5]1([H:20])[H:21])([H:18])[H:19])([H:17])[C:6]2([C:7]([O:8][C:9]([C:10]([C:11]2([H:29])[O:12][H:30])([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])[H:22])([H:15])[H:16])[H:14],[H:13][C:1]1([C:2]([C:3]([N+:4]([C:5]1([H:20])[H:21])([H:18])[H:19])([H:17])[C:6]2([C:7]([O:8][C:9]([C:10]([C:11]2([H:29])[O:12][H:30])([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])[H:22])([H:15])[H:16])[H:14]
[H:11][C@@:2]([B:3]([O:4][H:12])[O:5][H:13])([C:6]([H:14])([C:7]([H:15])([H:16])[H:17])[C:8]([H:18])([H:19])[H:20])[N:1]([H:9])[H:10],[H:11][C@:2]([B:3]([O:4][H:12])[O:5][H:13])([C:6]([H:14])([C:7]([H:15])([H:16])[H:17])[C:8]([H:18])([H:19])[H:20])[N:1]([H:9])[H:10]
[H:11][C:1]([H:12])([H:13])[C:2]([H:14])([C:3]([H:15])([H:16])[H:17])[C:4]([H:18])([H:19])[C:5]([H:20])([H:21])[N+:6]([H:22])([H:23])[C:7]([H:24])([H:25])[C:8]([H:26])([C:9]([H:27])([H:28])[H:29])[C:10]([H:30])([H:31])[H:32],[H:11][C:1]([H:12])([H:13])[C:2]([H:14])([C:3]([H:15])([H:16])[H:17])[C:4]([H:18])([H:19])[C:5]([H:20])([H:21])[N+:6]([H:22])([H:23])[C:7]([H:24])([H:25])[C:8]([H:26])([C:9]([H:27])([H:28])[H:29])[C:10]([H:30])([H:31])[H:32]
[H:13][c:1]1[c:2]([c:3]([n:4][c:5]([c:6]1[H:16])[C:7]2([C:8]([C:9]2([H:19])[H:20])([H:17])[H:18])[C:10](=[O:11])[N:12]([H:21])[H:22])[H:15])[H:14],[H:13][c:1]1[c:2]([c:3]([n:4][c:5]([c:6]1[H:16])[C:7]2([C:8]([C:9]2([H:19])[H:20])([H:17])[H:18])[C:10](=[O:11])[N:12]([H:21])[H:22])[H:15])[H:14]
[H:19][C:4](=[O:5])[C:3]([H:18])([C:6]1([C:7]([C:8]([C:9]([C:10]([C:11]1([H:28])[H:29])([H:26])[H:27])([H:24])[H:25])([H:22])[H:23])([H:20])[H:21])[O:12][H:30])[C:2]([H:16])([H:17])[C:1]([H:13])([H:14])[H:15],[H:19][C:4](=[O:5])[C:3]([H:18])([C:6]1([C:7]([C:8]([C:9]([C:10]([C:11]1([H:28])[H:29])([H:26])[H:27])([H:24])[H:25])([H:22])[H:23])([H:20])[H:21])[O:12][H:30])[C:2]([H:16])([H:17])[C:1]([H:13])([H:14])[H:15]
[H:12][C:1]([H:13])([H:14])[C:2]([H:15])([C:3]([H:16])([H:17])[H:18])[N+:4]([H:19])([C:5]([H:20])([H:21])[C:6]([H:22])([H:23])[O:7][H:24])[C:8]([H:25])([H:26])[C:9]([H:27])([C:10]([H:28])([H:29])[H:30])[O:11][H:31],[H:12][C:1]([H:13])([H:14])[C:2]([H:15])([C:3]([H:16])([H:17])[H:18])[N+:4]([H:19])([C:5]([H:20])([H:21])[C:6]([H:22])([H:23])[O:7][H:24])[C:8]([H:25])([H:26])[C:9]([H:27])([C:10]([H:28])([H:29])[H:30])[O:11][H:31]
[H:9][C:1]([H:10])([H:11])[N:2]([C:3]([H:12])([H:13])[H:14])[N+:4](=[O:5])[N:6]([H:15])[O:7][C:8]([H:16])([H:17])[H:18],[H:9][C:1]([H:10])([H:11])[N:2]([C:3]([H:12])([H:13])[H:14])[N+:4](=[O:5])[N:6]([H:15])[O:7][C:8]([H:16])([H:17])[H:18]
[H:10][C:1]([H:11])([H:12])[C:2]([H:13])([H:14])[C:3]([H:15])([H:16])[C:4]([H:17])([H:18])[C:5]([H:19])([C:6]([H:20])([H:21])[N:7]=[N:8][H:22])[N+:9]([H:23])([H:24])[H:25],[H:10][C:1]([H:11])([H:12])[C:2]([H:13])([H:14])[C:3]([H:15])([H:16])[C:4]([H:17])([H:18])[C:5]([H:19])([C:6]([H:20])([H:21])[N:7]=[N:8][H:22])[N+:9]([H:23])([H:24])[H:25]
[H:20][C:4]1=[C:5]([C:9]([C@@:10]([C@@:2]([C:3]1([H:18])[H:19])([H:17])[N:1]([H:15])[H:16])([H:25])[N:11]([H:26])/[C:12](=[N:13]/[H:27])/[N:14]([H:28])[H:29])([H:23])[H:24])[B:6]([O:7][H:21])[O:8][H:22],[H:20][C:4]1=[C:5]([C:9]([C@@:10]([C@@:2]([C:3]1([H:18])[H:19])([H:17])[N:1]([H:15])[H:16])([H:25])[N:11]([H:26])/[C:12](=[N:13]\[H:27])/[N:14]([H:28])[H:29])([H:23])[H:24])[B:6]([O:7][H:21])[O:8][H:22]
[H:20][C@@:6]1([C:4](=[O:5])[N:3]([C@@:2]1([H:18])[O:1][H:17])[H:19])[C@@:7]([H:21])([C:8]([H:22])([H:23])[H:24])[O:9][Si:10]([C:11]([H:25])([H:26])[H:27])([C:12]([H:28])([H:29])[H:30])[C:13]([C:14]([H:31])([H:32])[H:33])([C:15]([H:34])([H:35])[H:36])[C:16]([H:37])([H:38])[H:39],[H:20][C@:6]1([C:4](=[O:5])[N:3]([C@:2]1([H:18])[O:1][H:17])[H:19])[C@@:7]([H:21])([C:8]([H:22])([H:23])[H:24])[O:9][Si:10]([C:11]([H:25])([H:26])[H:27])([C:12]([H:28])([H:29])[H:30])[C:13]([C:14]([H:31])([H:32])[H:33])([C:15]([H:34])([H:35])[H:36])[C:16]([H:37])([H:38])[H:39]
[H:13][C:1]([H:14])([H:15])[C:2](=[O:3])[C:4]1=[C:8]([O:7][C:6](=[C:5]1[O:12][H:20])[C:10]([H:17])([H:18])[O:11][H:19])[O:9][H:16],[H:13][C:1]([H:14])([H:15])[C:2](=[O:3])[C:4]1=[C:8]([O:7][C:6](=[C:5]1[O:12][H:20])[C:10]([H:17])([H:18])[O:11][H:19])[O:9][H:16]
[H:12][C:1]1([C:2]([O:3][C:4](=[O:5])[N:6]1[H:15])([H:14])[C:7]([H:16])([H:17])[N:8]([H:18])[C:9](=[S:10])[N:11]([H:19])[H:20])[H:13],[H:12][C:1]1([C:2]([O:3][C:4](=[O:5])[N:6]1[H:15])([H:14])[C:7]([H:16])([H:17])[N:8]([H:18])[C:9](=[S:10])[N:11]([H:19])[H:20])[H:13]
[H:12][C:1]1([C:2]([C:3]([C:4]([C:5]([C:6]1([H:18])[O:7][H:19])([H:17])[O:8][H:20])([H:16])[O:9][H:21])([H:15])[O:10][H:22])([H:14])[O:11][H:23])[H:13],[H:12][C:1]1([C:2]([C:3]([C:4]([C:5]([C:6]1([H:18])[O:7][H:19])([H:17])[O:8][H:20])([H:16])[O:9][H:21])([H:15])[O:10][H:22])([H:14])[O:11][H:23])[H:13]
[H:10][C:1]([H:11])([C:2]([H:12])([C:3]([H:13])([N+:4](=[O:5])[O-:6])[Cl:7])[Cl:8])[Cl:9],[H:10][C:1]([H:11])([C:2]([H:12])([C:3]([H:13])([N+:4](=[O:5])[O-:6])[Cl:7])[Cl:8])[Cl:9]
[H:12][C:1]1=[C:2]([O:3][C:4](=[N:5]1)[C:6]([H:14])([H:15])[N+:7]([H:16])([H:17])[C:8]2([C:9]([N:10]([C:11]2([H:22])[H:23])[H:21])([H:19])[H:20])[H:18])[H:13],[H:12][C:1]1=[C:2]([O:3][C:4](=[N:5]1)[C:6]([H:14])([H:15])[N+:7]([H:16])([H:17])[C:8]2([C:9]([N:10]([C:11]2([H:22])[H:23])[H:21])([H:19])[H:20])[H:18])[H:13]
[O:1]=[C:2]([O-:3])[C@@:4]1([H:12])[N:5]([H:13])[C:6]([H:14])([H:15])[C@:7]2([H:16])[C@@:8]1([H:17])[C:9]2([I:10])[I:11],[O:1]=[C:2]([O-:3])[C@:4]1([H:12])[N:5]([H:13])[C:6]([H:14])([H:15])[C@:7]2([H:16])[C@@:8]1([H:17])[C:9]2([I:10])[I:11]
[H:22][C:8](=[C:7]([H:21])[C:2]([C:9](=[O:10])[H:24])([C:1]([H:11])([H:12])[H:13])[C:3]([H:14])([H:15])[C:4]([H:16])([H:17])[O:5][C:6]([H:18])([H:19])[H:20])[H:23],[H:22][C:8](=[C:7]([H:21])[C:2]([C:9](=[O:10])[H:24])([C:1]([H:11])([H:12])[H:13])[C:3]([H:14])([H:15])[C:4]([H:16])([H:17])[O:5][C:6]([H:18])([H:19])[H:20])[H:23]
[H:21][C:9](=[O:10])[C:8]([H:19])([H:20])[N:7]([H:18])[C:4]1=[N+:5]([O:6][C:2]([C:3]1([H:15])[H:16])([C:1]([H:12])([H:13])[H:14])[C:11]([H:22])([H:23])[H:24])[H:17],[H:21][C:9](=[O:10])[C:8]([H:19])([H:20])[N:7]([H:18])[C:4]1=[N+:5]([O:6][C:2]([C:3]1([H:15])[H:16])([C:1]([H:12])([H:13])[H:14])[C:11]([H:22])([H:23])[H:24])[H:17]
[H:13][C:1]1=[C:2]([C:3](=[O:4])[N:5]([C:6](=[O:7])[N:8]1[H:15])[H:14])[C:9]([H:16])([C:10]([H:17])([H:18])[Cl:11])[O:12][H:19],[H:13][C:1]1=[C:2]([C:3](=[O:4])[N:5]([C:6](=[O:7])[N:8]1[H:15])[H:14])[C:9]([H:16])([C:10]([H:17])([H:18])[Cl:11])[O:12][H:19]
[H:15][C:4](=[C:5]([C:6]([H:16])([H:17])[C:7]([H:18])([H:19])[C:8]([H:20])([H:21])[C:9](=[O:10])[H:22])[O:11][H:23])[C:2](=[O:3])[C:1]([H:12])([H:13])[H:14],[H:15][C:4](=[C:5]([C:6]([H:16])([H:17])[C:7]([H:18])([H:19])[C:8]([H:20])([H:21])[C:9](=[O:10])[H:22])[O:11][H:23])[C:2](=[O:3])[C:1]([H:12])([H:13])[H:14]
[H:18][C:1](=[O:2])[C@:3]([C:4]([H:19])([H:20])[C:5]([H:21])([H:22])[C:6]([H:23])([H:24])[C:7]([H:25])([H:26])[B:8]([O:9][H:27])[O:10][H:28])([C:11]([H:29])([H:30])[N:12]([H:31])/[C:13](=[N:14]\[H:32])/[N:15]([H:33])[H:34])[N:16]([H:35])[C:17]([H:36])([H:37])[H:38],[H:18][C:1](=[O:2])[C@@:3]([C:4]([H:19])([H:20])[C:5]([H:21])([H:22])[C:6]([H:23])([H:24])[C:7]([H:25])([H:26])[B:8]([O:9][H:27])[O:10][H:28])([C:11]([H:29])([H:30])[N:12]([H:31])/[C:13](=[N:14]\[H:32])/[N:15]([H:33])[H:34])[N:16]([H:35])[C:17]([H:36])([H:37])[H:38]
[H:12][C:1]([H:13])([H:14])[C:2]([H:15])([H:16])[C:3]([H:17])([H:18])[Si:4]([C:5]([H:19])([H:20])[H:21])([C:6]([H:22])([H:23])[H:24])[O:7][Si:8]([C:9]([H:25])([H:26])[H:27])([C:10]([H:28])([H:29])[H:30])[C:11]([H:31])([H:32])[H:33],[H:12][C:1]([H:13])([H:14])[C:2]([H:15])([H:16])[C:3]([H:17])([H:18])[Si:4]([C:5]([H:19])([H:20])[H:21])([C:6]([H:22])([H:23])[H:24])[O:7][Si:8]([C:9]([H:25])([H:26])[H:27])([C:10]([H:28])([H:29])[H:30])[C:11]([H:31])([H:32])[H:33]
[H:17][C:1](=[O:2])[C@@:3]1([C@:15]([C@:13]([C@@:11]([C@@:5]([O:4]1)([H:19])[O:6][Si:7]([C:8]([H:20])([H:21])[H:22])([O:9][H:23])[O:10][H:24])([H:25])[O:12][H:26])([H:27])[O:14][H:28])([H:29])[O:16][H:30])[H:18],[H:17][C:1](=[O:2])[C@:3]1([C@@:15]([C@:13]([C@:11]([C@:5]([O:4]1)([H:19])[O:6][Si:7]([C:8]([H:20])([H:21])[H:22])([O:9][H:23])[O:10][H:24])([H:25])[O:12][H:26])([H:27])[O:14][H:28])([H:29])[O:16][H:30])[H:18]
[H:13][C:1]1=[N:5][N:4]([N:3]=[C:2]1[C:6]([H:15])([H:16])[C:7]2([C:8]([C:9]([C:10]2([H:21])[H:22])([H:19])[H:20])([H:17])[H:18])[C:11]([H:23])([H:24])[O:12][H:25])[H:14],[H:13][C:1]1=[N:5][N:4]([N:3]=[C:2]1[C:6]([H:15])([H:16])[C:7]2([C:8]([C:9]([C:10]2([H:21])[H:22])([H:19])[H:20])([H:17])[H:18])[C:11]([H:23])([H:24])[O:12][H:25])[H:14]
[H:18][C:5]1=[C:6]([C:1]([C:2]([O:3][C:4]1([H:16])[H:17])([H:14])[H:15])([H:12])[H:13])[C:7]([H:19])([H:20])[C:8](=[O:9])[C:10]([H:21])([H:22])[O:11][H:23],[H:18][C:5]1=[C:6]([C:1]([C:2]([O:3][C:4]1([H:16])[H:17])([H:14])[H:15])([H:12])[H:13])[C:7]([H:19])([H:20])[C:8](=[O:9])[C:10]([H:21])([H:22])[O:11][H:23]
[H:16][C:3]1=[C:2]([N:6]=[C:5]([S:4]1)[C:7]([H:17])([C:8]#[N:9])[C:10](=[O:11])[C:12]([H:18])([H:19])[H:20])[C:1]([H:13])([H:14])[H:15],[H:16][C:3]1=[C:2]([N:6]=[C:5]([S:4]1)[C:7]([H:17])([C:8]#[N:9])[C:10](=[O:11])[C:12]([H:18])([H:19])[H:20])[C:1]([H:13])([H:14])[H:15]
[H:13][C:1]1=[C:2]([C:3](=[N:4][N:5]1[H:15])[H:14])[C:6]2([C:7]([C:8]([C:9]([O:10]2)([H:20])[H:21])([H:18])[H:19])([H:17])[C:11]([H:22])([H:23])[N:12]([H:24])[H:25])[H:16],[H:13][C:1]1=[C:2]([C:3](=[N:4][N:5]1[H:15])[H:14])[C:6]2([C:7]([C:8]([C:9]([O:10]2)([H:20])[H:21])([H:18])[H:19])([H:17])[C:11]([H:22])([H:23])[N:12]([H:24])[H:25])[H:16]
[H:13][c:1]1[c:2]([c:3]([c:4]([c:5]([c:6]1[O:7][H:16])[H:15])[O:8][H:17])[H:14])[C:9]([H:18])([C:10]([H:19])([H:20])[O:11][H:21])[O:12][H:22],[H:13][c:1]1[c:2]([c:3]([c:4]([c:5]([c:6]1[O:7][H:16])[H:15])[O:8][H:17])[H:14])[C:9]([H:18])([C:10]([H:19])([H:20])[O:11][H:21])[O:12][H:22]
[H:11][C:1]1([C:2]([O:3][C:4]([C:5]([N+:6]1([H:17])[H:18])([C:7]([H:19])([H:20])[N:8]([H:21])[H:22])[C:9]([H:23])([H:24])[O:10][H:25])([H:15])[H:16])([H:13])[H:14])[H:12],[H:11][C:1]1([C:2]([O:3][C:4]([C:5]([N+:6]1([H:17])[H:18])([C:7]([H:19])([H:20])[N:8]([H:21])[H:22])[C:9]([H:23])([H:24])[O:10][H:25])([H:15])[H:16])([H:13])[H:14])[H:12]
[H:20][C:9]1=[C:8]([C:7]([C:6]([C:5](=[C:4]1[C:2](=[O:3])[C:1]([H:13])([H:14])[H:15])[H:16])([H:17])[O:11][C:12]([H:22])([H:23])[H:24])([H:18])[O:10][H:21])[H:19],[H:20][C:9]1=[C:8]([C:7]([C:6]([C:5](=[C:4]1[C:2](=[O:3])[C:1]([H:13])([H:14])[H:15])[H:16])([H:17])[O:11][C:12]([H:22])([H:23])[H:24])([H:18])[O:10][H:21])[H:19]
[H:13][c:1]1[c:2]([c:3]([c:4]([c:5]([c:6]1[H:17])[H:16])[C:7]([H:18])([H:19])[N:8]([H:20])[C:9](=[S:10])[C:11](=[O:12])[H:21])[H:15])[H:14],[H:13][c:1]1[c:2]([c:3]([c:4]([c:5]([c:6]1[H:17])[H:16])[C:7]([H:18])([H:19])[N:8]([H:20])[C:9](=[S:10])[C:11](=[O:12])[H:21])[H:15])[H:14]
[N:1]([C:2](=[O:3])[C@:4]([N:5]([H:16])[H:17])([C:6]([C:7]([N:8]([C:9](=[N+:10]([H:23])[H:24])[C:11]([I:12])([H:25])[H:26])[H:22])([H:20])[H:21])([H:18])[H:19])[H:15])([H:13])[H:14],[N:1]([C:2](=[O:3])[C@:4]([N:5]([H:16])[H:17])([C:6]([C:7]([N:8]([C:9](=[N+:10]([H:23])[H:24])[C:11]([I:12])([H:25])[H:26])[H:22])([H:20])[H:21])([H:18])[H:19])[H:15])([H:13])[H:14]
[H:15][C:5](=[O:6])[C:4]([C:3]#[C:2][C:1]([H:12])([H:13])[H:14])([C:7]1([C:8]([C:9]([C:10]1([H:21])[H:22])([H:19])[H:20])([H:17])[H:18])[H:16])[O:11][H:23],[H:15][C:5](=[O:6])[C:4]([C:3]#[C:2][C:1]([H:12])([H:13])[H:14])([C:7]1([C:8]([C:9]([C:10]1([H:21])[H:22])([H:19])[H:20])([H:17])[H:18])[H:16])[O:11][H:23]
[O:1]([C@:2]([c:3]1[n:4][c:5]([H:15])[c:6]([H:16])[c:7]([H:17])[n:8]1)([C:9]([I:10])([I:11])[I:12])[H:14])[H:13],[O:1]([C@@:2]([c:3]1[n:4][c:5]([H:15])[c:6]([H:16])[c:7]([H:17])[n:8]1)([C:9]([I:10])([I:11])[I:12])[H:14])[H:13]
[H:23][c:9]1[c:8]([c:7]([c:6]([c:11]([c:10]1[H:24])[H:25])[S:5][C:4]([H:19])([H:20])[C:3]([H:18])([C:2]([H:16])([H:17])[C:1]([H:13])([H:14])[H:15])[N:12]([H:26])[H:27])[H:21])[H:22],[H:23][c:9]1[c:8]([c:7]([c:6]([c:11]([c:10]1[H:24])[H:25])[S:5][C:4]([H:19])([H:20])[C:3]([H:18])([C:2]([H:16])([H:17])[C:1]([H:13])([H:14])[H:15])[N:12]([H:26])[H:27])[H:21])[H:22]
[H:17][C:1](=[O:2])[C@:3]1([C@:15]([C@@:13]([C@@:11]([C@@:5]([O:4]1)([H:19])[O:6][Si:7]([C:8]([H:20])([H:21])[H:22])([O:9][H:23])[O:10][H:24])([H:25])[O:12][H:26])([H:27])[O:14][H:28])([H:29])[O:16][H:30])[H:18],[H:17][C:1](=[O:2])[C@:3]1([C@@:15]([C@:13]([C@:11]([C@:5]([O:4]1)([H:19])[O:6][Si:7]([C:8]([H:20])([H:21])[H:22])([O:9][H:23])[O:10][H:24])([H:25])[O:12][H:26])([H:27])[O:14][H:28])([H:29])[O:16][H:30])[H:18]
[C:1]([C@:2]1([C:3]([I:4])([H:13])[H:14])[S:5][C:6]([H:15])=[N:7][C:8]1=[O:9])([H:10])([H:11])[H:12],[C:1]([C@@:2]1([C:3]([I:4])([H:13])[H:14])[S:5][C:6]([H:15])=[N:7][C:8]1=[O:9])([H:10])([H:11])[H:12]
[H:24][c:10]1[c:9]([c:8]([c:7]([c:12]([c:11]1[H:25])[H:26])[C:3]([H:18])([C:4]([H:19])([H:20])[C:5](=[O:6])[H:21])[C:2]([H:16])([H:17])[C:1]([H:13])([H:14])[H:15])[H:22])[H:23],[H:24][c:10]1[c:9]([c:8]([c:7]([c:12]([c:11]1[H:25])[H:26])[C:3]([H:18])([C:4]([H:19])([H:20])[C:5](=[O:6])[H:21])[C:2]([H:16])([H:17])[C:1]([H:13])([H:14])[H:15])[H:22])[H:23]
